file,stats
TCGA-AX-A1CJ,"{1: {'mean_probability': 0.9792105562692126, 'mean_log_probability': -0.0381992083820806, 'perplexity': 1.0389381774586792, 'min_probability': 0.07600139826536179, 'chars': 2347, 'words': 361}, 2: {'mean_probability': 0.9809657078650262, 'mean_log_probability': -0.0368756301614406, 'perplexity': 1.037563971149792, 'min_probability': 0.07326533645391464, 'chars': 2100, 'words': 337}, 3: {'mean_probability': 0.9967862975436534, 'mean_log_probability': -0.007657088810372307, 'perplexity': 1.0076864792821572, 'min_probability': 0.01356884092092514, 'chars': 3925, 'words': 643}, 4: {'mean_probability': 0.994299789690885, 'mean_log_probability': -0.010902003144634279, 'perplexity': 1.0109616465279796, 'min_probability': 0.08186947554349899, 'chars': 2468, 'words': 360}, 5: {'mean_probability': 0.9708185775593998, 'mean_log_probability': -0.050252890194122296, 'perplexity': 1.0515369861467025, 'min_probability': 0.030692482367157936, 'chars': 1790, 'words': 257}}"
TCGA-AX-A1CK,"{1: {'mean_probability': 0.983499524335763, 'mean_log_probability': -0.0349863149249333, 'perplexity': 1.0356055363631433, 'min_probability': 0.023805486038327217, 'chars': 2201, 'words': 333}, 2: {'mean_probability': 0.9929615452349021, 'mean_log_probability': -0.011041807074288113, 'perplexity': 1.0111029928190467, 'min_probability': 0.08764408528804779, 'chars': 2034, 'words': 320}, 3: {'mean_probability': 0.9958733212090258, 'mean_log_probability': -0.00876825988843714, 'perplexity': 1.0088068136800097, 'min_probability': 0.10423772782087326, 'chars': 2596, 'words': 429}, 4: {'mean_probability': 0.9462351266551634, 'mean_log_probability': -0.10018348165237631, 'perplexity': 1.1053737152660672, 'min_probability': 0.04677528142929077, 'chars': 1294, 'words': 166}}"
TCGA-AX-A1CN,"{1: {'mean_probability': 0.976536167572331, 'mean_log_probability': -0.042613936943661224, 'perplexity': 1.0435349467829846, 'min_probability': 0.06303921341896057, 'chars': 1690, 'words': 212}, 2: {'mean_probability': 0.9888960600108064, 'mean_log_probability': -0.014382447365087436, 'perplexity': 1.0144863723955642, 'min_probability': 0.20536404848098755, 'chars': 1539, 'words': 200}, 3: {'mean_probability': 0.9895834922790527, 'mean_log_probability': -0.016073597496567785, 'perplexity': 1.016203472685576, 'min_probability': 0.1453884094953537, 'chars': 2800, 'words': 409}, 4: {'mean_probability': 0.9937184166885773, 'mean_log_probability': -0.012268438408065518, 'perplexity': 1.0123440044079604, 'min_probability': 0.014131558127701283, 'chars': 5181, 'words': 852}, 5: {'mean_probability': 0.9889767205361629, 'mean_log_probability': -0.021885600838054745, 'perplexity': 1.0221268473270742, 'min_probability': 0.032598827034235, 'chars': 5075, 'words': 826}}"
TCGA-AX-A2H5,"{1: {'mean_probability': 0.9595794871943505, 'mean_log_probability': -0.07300303396730085, 'perplexity': 1.075733800650928, 'min_probability': 0.038195107132196426, 'chars': 1713, 'words': 251}, 2: {'mean_probability': 0.9819594659757885, 'mean_log_probability': -0.03280133695133243, 'perplexity': 1.0333452313344504, 'min_probability': 0.07291172444820404, 'chars': 692, 'words': 103}, 3: {'mean_probability': 0.9953513462449105, 'mean_log_probability': -0.007563920025685184, 'perplexity': 1.0075925987309733, 'min_probability': 0.14393579959869385, 'chars': 2235, 'words': 374}, 4: {'mean_probability': 0.9995403794602139, 'mean_log_probability': -0.000513019345331614, 'perplexity': 1.0005131509622622, 'min_probability': 0.7636125683784485, 'chars': 2876, 'words': 471}, 5: {'mean_probability': 0.9983288170087455, 'mean_log_probability': -0.0018882014144820524, 'perplexity': 1.0018899851893048, 'min_probability': 0.657219648361206, 'chars': 2067, 'words': 318}, 6: {'mean_probability': 0.9930048558697011, 'mean_log_probability': -0.013141303507115938, 'perplexity': 1.0132280299190208, 'min_probability': 0.07628381252288818, 'chars': 1855, 'words': 283}}"
TCGA-AX-A2HC,"{1: {'mean_probability': 0.9530613675212336, 'mean_log_probability': -0.08317810819210467, 'perplexity': 1.0867353477803545, 'min_probability': 0.03168219327926636, 'chars': 2317, 'words': 287}, 2: {'mean_probability': 0.9612368488459723, 'mean_log_probability': -0.06707940311270301, 'perplexity': 1.0693803869349319, 'min_probability': 0.09400855749845505, 'chars': 1721, 'words': 171}, 3: {'mean_probability': 0.9848461299045909, 'mean_log_probability': -0.031958127696166225, 'perplexity': 1.0324742723235611, 'min_probability': 0.027361368760466576, 'chars': 2271, 'words': 348}, 4: {'mean_probability': 0.9972462585478118, 'mean_log_probability': -0.003464917518214252, 'perplexity': 1.0034709272840279, 'min_probability': 0.46205776929855347, 'chars': 2951, 'words': 495}, 5: {'mean_probability': 0.9966361191714723, 'mean_log_probability': -0.004302302754497936, 'perplexity': 1.0043115709457484, 'min_probability': 0.3784796893596649, 'chars': 2159, 'words': 359}}"
TCGA-AX-A2HD,"{1: {'mean_probability': 0.9546263765801701, 'mean_log_probability': -0.0810398665781829, 'perplexity': 1.0844141275856183, 'min_probability': 0.0232610534876585, 'chars': 1922, 'words': 236}, 2: {'mean_probability': 0.9845743862904394, 'mean_log_probability': -0.02729121495536502, 'perplexity': 1.0276670312000977, 'min_probability': 0.08594779670238495, 'chars': 1893, 'words': 294}, 3: {'mean_probability': 0.9935240703156418, 'mean_log_probability': -0.013559567787019198, 'perplexity': 1.0136519156532837, 'min_probability': 0.04691281169652939, 'chars': 3340, 'words': 511}, 4: {'mean_probability': 0.9952056887755127, 'mean_log_probability': -0.00873624580875057, 'perplexity': 1.0087745181752463, 'min_probability': 0.0596107617020607, 'chars': 2599, 'words': 412}, 5: {'mean_probability': 0.9856671282023443, 'mean_log_probability': -0.028803074396527444, 'perplexity': 1.0292218943747091, 'min_probability': 0.04196589067578316, 'chars': 1838, 'words': 294}}"
TCGA-AX-A2HG,"{1: {'mean_probability': 0.9737960793415101, 'mean_log_probability': -0.057065673970603824, 'perplexity': 1.05872533880915, 'min_probability': 0.015430496074259281, 'chars': 3573, 'words': 571}, 2: {'mean_probability': 0.9916651990986709, 'mean_log_probability': -0.014650752854416952, 'perplexity': 1.0147586011767329, 'min_probability': 0.04992877319455147, 'chars': 2028, 'words': 307}, 3: {'mean_probability': 0.9911038624094083, 'mean_log_probability': -0.014931935612429557, 'perplexity': 1.015043973917996, 'min_probability': 0.11919691413640976, 'chars': 1157, 'words': 168}}"
TCGA-AX-A2HH,"{1: {'mean_probability': 0.9789173779578707, 'mean_log_probability': -0.04291110743597867, 'perplexity': 1.0438451006588783, 'min_probability': 0.018703406676650047, 'chars': 3161, 'words': 506}, 2: {'mean_probability': 0.9797701942851252, 'mean_log_probability': -0.04292024234399441, 'perplexity': 1.0438546361314083, 'min_probability': 0.05270600691437721, 'chars': 2198, 'words': 345}, 3: {'mean_probability': 0.986310426475337, 'mean_log_probability': -0.026680978484023298, 'perplexity': 1.0270401026040663, 'min_probability': 0.016160177066922188, 'chars': 1523, 'words': 199}}"
TCGA-AX-A2HJ,"{1: {'mean_probability': 0.9326509873221089, 'mean_log_probability': -0.15775608256231383, 'perplexity': 1.1708805616872051, 'min_probability': 0.018689345568418503, 'chars': 2346, 'words': 262}, 2: {'mean_probability': 0.9650748120676951, 'mean_log_probability': -0.076000306941092, 'perplexity': 1.0789629053352854, 'min_probability': 0.01743479073047638, 'chars': 1273, 'words': 172}, 3: {'mean_probability': 0.9763534049868674, 'mean_log_probability': -0.04503498541995706, 'perplexity': 1.0460644562728485, 'min_probability': 0.04670420661568642, 'chars': 2366, 'words': 373}, 4: {'mean_probability': 0.9773706777993104, 'mean_log_probability': -0.036694374186274956, 'perplexity': 1.0373759235232973, 'min_probability': 0.0653383806347847, 'chars': 2053, 'words': 304}, 5: {'mean_probability': 0.9755889033354246, 'mean_log_probability': -0.04741560901311806, 'perplexity': 1.0485577085675222, 'min_probability': 0.08054820448160172, 'chars': 1176, 'words': 181}}"
TCGA-AX-A2HK,"{1: {'mean_probability': 0.9658361859174807, 'mean_log_probability': -0.05383004052622833, 'perplexity': 1.0553052277911417, 'min_probability': 0.08036112785339355, 'chars': 1803, 'words': 271}, 2: {'mean_probability': 0.9880562444156575, 'mean_log_probability': -0.022423286500712413, 'perplexity': 1.022676578056221, 'min_probability': 0.08337205648422241, 'chars': 1350, 'words': 185}, 3: {'mean_probability': 0.9913171295792701, 'mean_log_probability': -0.013816723995388342, 'perplexity': 1.013912616055446, 'min_probability': 0.14532750844955444, 'chars': 1663, 'words': 225}, 4: {'mean_probability': 0.99763313874117, 'mean_log_probability': -0.003006154417611417, 'perplexity': 1.0030106774309593, 'min_probability': 0.4422121047973633, 'chars': 2638, 'words': 410}, 5: {'mean_probability': 0.9965811825911456, 'mean_log_probability': -0.006819373725907848, 'perplexity': 1.0068426785996776, 'min_probability': 0.09847653657197952, 'chars': 2503, 'words': 434}, 6: {'mean_probability': 0.9954378524916652, 'mean_log_probability': -0.007214650157193874, 'perplexity': 1.0072407384471962, 'min_probability': 0.13638447225093842, 'chars': 2348, 'words': 413}, 7: {'mean_probability': 0.949526302745709, 'mean_log_probability': -0.07901762857256246, 'perplexity': 1.0822233999558912, 'min_probability': 0.16733025014400482, 'chars': 359, 'words': 50}}"
TCGA-B5-A0JN,"{1: {'mean_probability': 0.9797274590177717, 'mean_log_probability': -0.04037605136225521, 'perplexity': 1.0412022461040327, 'min_probability': 0.027117345482110977, 'chars': 3249, 'words': 503}, 2: {'mean_probability': 0.9944707716727368, 'mean_log_probability': -0.008304838008870795, 'perplexity': 1.0083394188391575, 'min_probability': 0.15312722325325012, 'chars': 2166, 'words': 290}, 3: {'mean_probability': 0.9937121900599762, 'mean_log_probability': -0.009021232832843505, 'perplexity': 1.0090620467921783, 'min_probability': 0.20950505137443542, 'chars': 1420, 'words': 208}}"
TCGA-B5-A0JR,"{1: {'mean_probability': 0.8602741672127681, 'mean_log_probability': -0.33865354193432246, 'perplexity': 1.4030571605264153, 'min_probability': 0.010347292758524418, 'chars': 4440, 'words': 644}, 2: {'mean_probability': 0.997757346819291, 'mean_log_probability': -0.003212780701766021, 'perplexity': 1.0032179472131593, 'min_probability': 0.2623380720615387, 'chars': 2454, 'words': 369}, 3: {'mean_probability': 0.9962807050971098, 'mean_log_probability': -0.0050318216979587955, 'perplexity': 1.0050445025731383, 'min_probability': 0.4423202872276306, 'chars': 1518, 'words': 238}}"
TCGA-B5-A0JS,"{1: {'mean_probability': 0.9839929823135306, 'mean_log_probability': -0.03805085750363898, 'perplexity': 1.0387840614993082, 'min_probability': 0.007001516409218311, 'chars': 2782, 'words': 415}, 2: {'mean_probability': 0.9943459976897192, 'mean_log_probability': -0.008690717889449534, 'perplexity': 1.0087285918158637, 'min_probability': 0.11816351860761642, 'chars': 2431, 'words': 336}}"
TCGA-B5-A0JT,"{1: {'mean_probability': 0.9927261643045183, 'mean_log_probability': -0.01323787572691354, 'perplexity': 1.0133258843239639, 'min_probability': 0.06356620043516159, 'chars': 3120, 'words': 499}, 2: {'mean_probability': 0.9880425326197999, 'mean_log_probability': -0.017847082660853004, 'perplexity': 1.0180072935202347, 'min_probability': 0.20410078763961792, 'chars': 1995, 'words': 289}}"
TCGA-B5-A0JU,"{1: {'mean_probability': 0.9838696473553067, 'mean_log_probability': -0.0304497130888231, 'perplexity': 1.0309180470610166, 'min_probability': 0.016591843217611313, 'chars': 3389, 'words': 503}, 2: {'mean_probability': 0.9857744941063509, 'mean_log_probability': -0.022370924806715122, 'perplexity': 1.0226230303801183, 'min_probability': 0.1082611009478569, 'chars': 1811, 'words': 263}, 3: {'mean_probability': 0.9853125343135759, 'mean_log_probability': -0.018663134023247104, 'perplexity': 1.0188383788170623, 'min_probability': 0.5535363554954529, 'chars': 245, 'words': 36}}"
TCGA-B5-A0JV,"{1: {'mean_probability': 0.9875231919021489, 'mean_log_probability': -0.0224647463868542, 'perplexity': 1.0227189789896698, 'min_probability': 0.04988943040370941, 'chars': 2949, 'words': 472}, 2: {'mean_probability': 0.993792091268504, 'mean_log_probability': -0.008964761379203098, 'perplexity': 1.0090050652005145, 'min_probability': 0.30279263854026794, 'chars': 1964, 'words': 293}}"
TCGA-B5-A0JX,"{1: {'mean_probability': 0.9819113316084888, 'mean_log_probability': -0.03361763994890111, 'perplexity': 1.0341890985231106, 'min_probability': 0.06207208335399628, 'chars': 3098, 'words': 477}, 2: {'mean_probability': 0.99440522641776, 'mean_log_probability': -0.008620490432506412, 'perplexity': 1.0086577538595285, 'min_probability': 0.17819377779960632, 'chars': 2285, 'words': 332}, 3: {'mean_probability': 0.9903926789360559, 'mean_log_probability': -0.01632655230758232, 'perplexity': 1.01646055875717, 'min_probability': 0.18856269121170044, 'chars': 581, 'words': 84}}"
TCGA-B5-A0JY,"{1: {'mean_probability': 0.9854534539621547, 'mean_log_probability': -0.023103879514699523, 'perplexity': 1.0233728414999559, 'min_probability': 0.09370250999927521, 'chars': 2946, 'words': 487}, 2: {'mean_probability': 0.9941339935939022, 'mean_log_probability': -0.009691337575308033, 'perplexity': 1.0097384506605838, 'min_probability': 0.060456328094005585, 'chars': 2547, 'words': 372}, 3: {'mean_probability': 0.9896532926486422, 'mean_log_probability': -0.01944242867200737, 'perplexity': 1.0196326635643551, 'min_probability': 0.06844272464513779, 'chars': 1028, 'words': 147}}"
TCGA-B5-A0JZ,"{1: {'mean_probability': 0.9896303712015305, 'mean_log_probability': -0.016822565494159985, 'perplexity': 1.0169648616580547, 'min_probability': 0.062339622527360916, 'chars': 2613, 'words': 424}, 2: {'mean_probability': 0.9963778176114091, 'mean_log_probability': -0.006052693365377464, 'perplexity': 1.0060710479266897, 'min_probability': 0.2248549610376358, 'chars': 2116, 'words': 332}, 3: {'mean_probability': 0.9934118542135978, 'mean_log_probability': -0.00939243891884371, 'perplexity': 1.0094366862950293, 'min_probability': 0.26255592703819275, 'chars': 1438, 'words': 207}, 4: {'mean_probability': 0.9799569644300001, 'mean_log_probability': -0.052609789125469084, 'perplexity': 1.0540182754710774, 'min_probability': 0.06391394883394241, 'chars': 240, 'words': 37}}"
TCGA-B5-A0K0,"{1: {'mean_probability': 0.976298163869577, 'mean_log_probability': -0.04656047254295175, 'perplexity': 1.0476614319039006, 'min_probability': 0.016818758100271225, 'chars': 3359, 'words': 497}, 2: {'mean_probability': 0.9822269185244104, 'mean_log_probability': -0.029711060190959173, 'perplexity': 1.030156837627482, 'min_probability': 0.06952077895402908, 'chars': 1391, 'words': 179}}"
TCGA-B5-A0K1,"{1: {'mean_probability': 0.984976771360665, 'mean_log_probability': -0.02682773385372036, 'perplexity': 1.027190837314311, 'min_probability': 0.08170760422945023, 'chars': 2590, 'words': 424}, 2: {'mean_probability': 0.9907983823869768, 'mean_log_probability': -0.016258841505355063, 'perplexity': 1.0163917357273617, 'min_probability': 0.128188818693161, 'chars': 1756, 'words': 254}}"
TCGA-B5-A0K2,"{1: {'mean_probability': 0.9755187447048436, 'mean_log_probability': -0.05106881721474471, 'perplexity': 1.052395313705589, 'min_probability': 0.015240062959492207, 'chars': 3422, 'words': 490}, 2: {'mean_probability': 0.9956601370120755, 'mean_log_probability': -0.00540227929666638, 'perplexity': 1.0054168979202398, 'min_probability': 0.4400468170642853, 'chars': 2628, 'words': 361}, 3: {'mean_probability': 0.989506900144023, 'mean_log_probability': -0.015522554738440372, 'perplexity': 1.0156436553769712, 'min_probability': 0.2898942530155182, 'chars': 1333, 'words': 196}}"
TCGA-B5-A0K3,"{1: {'mean_probability': 0.9848666566475552, 'mean_log_probability': -0.03135210328912741, 'perplexity': 1.0318487572727315, 'min_probability': 0.03869655355811119, 'chars': 3141, 'words': 465}, 2: {'mean_probability': 0.9949379248266409, 'mean_log_probability': -0.008997338098028915, 'perplexity': 1.0090379358102226, 'min_probability': 0.11233659833669662, 'chars': 1896, 'words': 292}, 3: {'mean_probability': 0.9841050462000444, 'mean_log_probability': -0.02950890040900146, 'perplexity': 1.0299486023949087, 'min_probability': 0.07743119448423386, 'chars': 2550, 'words': 325}, 4: {'mean_probability': 0.9968766548236211, 'mean_log_probability': -0.003913590369619976, 'perplexity': 1.003921258464408, 'min_probability': 0.5695038437843323, 'chars': 1173, 'words': 174}}"
TCGA-B5-A0K4,"{1: {'mean_probability': 0.9707000629983725, 'mean_log_probability': -0.05786403230934958, 'perplexity': 1.0595709185047175, 'min_probability': 0.015625184401869774, 'chars': 3175, 'words': 519}, 2: {'mean_probability': 0.9955243873879366, 'mean_log_probability': -0.006698635400541612, 'perplexity': 1.006721121439208, 'min_probability': 0.1633935421705246, 'chars': 2805, 'words': 480}, 3: {'mean_probability': 0.9907636253922074, 'mean_log_probability': -0.012687548765187328, 'perplexity': 1.0127683771884797, 'min_probability': 0.3502231240272522, 'chars': 1598, 'words': 243}}"
TCGA-B5-A0K6,"{1: {'mean_probability': 0.9757082319706, 'mean_log_probability': -0.054159297198917655, 'perplexity': 1.0556527512881915, 'min_probability': 0.01022026315331459, 'chars': 3007, 'words': 426}, 2: {'mean_probability': 0.9928701957629161, 'mean_log_probability': -0.009414481662753814, 'perplexity': 1.0094589372946343, 'min_probability': 0.3937874436378479, 'chars': 807, 'words': 112}}"
TCGA-B5-A0K7,"{1: {'mean_probability': 0.9810453072044694, 'mean_log_probability': -0.03830334007907799, 'perplexity': 1.0390463694871854, 'min_probability': 0.011599515564739704, 'chars': 2511, 'words': 405}, 2: {'mean_probability': 0.9815597243351728, 'mean_log_probability': -0.029910705738275086, 'perplexity': 1.0303625243846908, 'min_probability': 0.114554762840271, 'chars': 877, 'words': 121}}"
TCGA-B5-A0K8,"{1: {'mean_probability': 0.9742972911516954, 'mean_log_probability': -0.058342622797528575, 'perplexity': 1.060078140433979, 'min_probability': 0.018510375171899796, 'chars': 3272, 'words': 503}, 2: {'mean_probability': 0.9877646848771615, 'mean_log_probability': -0.021453021871689, 'perplexity': 1.0216847923706942, 'min_probability': 0.06025907024741173, 'chars': 2116, 'words': 291}, 3: {'mean_probability': 0.9552286809140985, 'mean_log_probability': -0.06488299813325703, 'perplexity': 1.0670341720903462, 'min_probability': 0.35102492570877075, 'chars': 82, 'words': 13}}"
TCGA-B5-A0K9,"{1: {'mean_probability': 0.7705997350272643, 'mean_log_probability': -0.5593872849724123, 'perplexity': 1.7496001654981557, 'min_probability': 0.011023014783859253, 'chars': 5707, 'words': 850}, 2: {'mean_probability': 0.9951095450318085, 'mean_log_probability': -0.006667091803061923, 'perplexity': 1.0066893663342167, 'min_probability': 0.30393433570861816, 'chars': 1489, 'words': 209}}"
TCGA-B5-A11E,"{1: {'mean_probability': 0.9762350934729415, 'mean_log_probability': -0.046838578778519366, 'perplexity': 1.047952833599313, 'min_probability': 0.04061072692275047, 'chars': 3362, 'words': 509}, 2: {'mean_probability': 0.9958263264282754, 'mean_log_probability': -0.006120680109365428, 'perplexity': 1.006139449746641, 'min_probability': 0.15933233499526978, 'chars': 2534, 'words': 386}, 3: {'mean_probability': 0.9875401790185673, 'mean_log_probability': -0.021114684054782673, 'perplexity': 1.0213391762392776, 'min_probability': 0.06616716086864471, 'chars': 1309, 'words': 187}}"
TCGA-B5-A11F,"{1: {'mean_probability': 0.9770291294707564, 'mean_log_probability': -0.04850746235894031, 'perplexity': 1.0497032050531947, 'min_probability': 0.020294200628995895, 'chars': 3138, 'words': 498}, 2: {'mean_probability': 0.9857087857867814, 'mean_log_probability': -0.021293258981497795, 'perplexity': 1.02152157809354, 'min_probability': 0.19672472774982452, 'chars': 1295, 'words': 195}}"
TCGA-B5-A11G,"{1: {'mean_probability': 0.9761165049165672, 'mean_log_probability': -0.04769215041291739, 'perplexity': 1.0488477182820177, 'min_probability': 0.0359378382563591, 'chars': 3236, 'words': 512}, 2: {'mean_probability': 0.9899926711017363, 'mean_log_probability': -0.01722416313250385, 'perplexity': 1.0173733543641381, 'min_probability': 0.07824665307998657, 'chars': 1627, 'words': 234}, 3: {'mean_probability': 0.974665803834796, 'mean_log_probability': -0.06392560489237488, 'perplexity': 1.0660130896529025, 'min_probability': 0.05433400720357895, 'chars': 197, 'words': 31}}"
TCGA-B5-A11H,"{1: {'mean_probability': 0.9862309199403533, 'mean_log_probability': -0.022564498821349428, 'perplexity': 1.022821002786105, 'min_probability': 0.10076943784952164, 'chars': 3830, 'words': 603}, 2: {'mean_probability': 0.980022717801923, 'mean_log_probability': -0.035635825995357834, 'perplexity': 1.036278392113579, 'min_probability': 0.02127860300242901, 'chars': 1837, 'words': 249}, 3: {'mean_probability': 0.9876560441690598, 'mean_log_probability': -0.018452875349720118, 'perplexity': 1.0186241817301807, 'min_probability': 0.3137342631816864, 'chars': 664, 'words': 95}}"
TCGA-B5-A11I,"{1: {'mean_probability': 0.9723142322749423, 'mean_log_probability': -0.06343741116381356, 'perplexity': 1.065492795760411, 'min_probability': 0.01055840402841568, 'chars': 3252, 'words': 532}, 2: {'mean_probability': 0.9947377992353229, 'mean_log_probability': -0.009005568283944457, 'perplexity': 1.0090462404142044, 'min_probability': 0.06264275312423706, 'chars': 2268, 'words': 338}, 3: {'mean_probability': 0.9962199312499446, 'mean_log_probability': -0.004598204220970894, 'perplexity': 1.0046087921843185, 'min_probability': 0.46597883105278015, 'chars': 1682, 'words': 244}, 4: {'mean_probability': 0.995649047739183, 'mean_log_probability': -0.009396524415367506, 'perplexity': 1.0094408103535266, 'min_probability': 0.1646171659231186, 'chars': 983, 'words': 151}}"
